study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	read_count	experiment_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp
PRJNA335821	SAMN05468007	SRS1597942	SRX1996385	SRR3995319	3146410	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_10	vt_sup_h99_10_R2.fastq.gz	333360347;327998311	6cb90e5462812bf21247814166b623bc;187b9042d8afd276e80d0938a64d3bdc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995319/SRR3995319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995319/SRR3995319_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996386	SRR3995320	3119390	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_11	vt_sup_h99_11_R2.fastq.gz	330245024;325168986	049b7f8733d2c992c55804c1c664b0ae;bbe99b9528159a3862865a47099ddab1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995320/SRR3995320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995320/SRR3995320_2.fastq.gz
PRJNA335821	SAMN05468007	SRS1597942	SRX1996387	SRR3995321	3137079	Illumina HiSeq 2500 sequencing; vt_sup_h99 Superior Haploid 99 Leaf	vt_sup_h99_12	vt_sup_h99_12_R2.fastq.gz	331340735;324832391	389d74ee2350707694201f02d491b8b7;05fa63f03e5290c22de4278d44891390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995321/SRR3995321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995321/SRR3995321_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996388	SRR3995322	1135386	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_03	vt_sup_h9_03_R2.fastq.gz	127582777;123968858	5cda84d62b74b9209e96520de47280c1;19910c930ddea3cb1ffdd714644e3738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995322/SRR3995322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995322/SRR3995322_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996389	SRR3995323	1141644	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_04	vt_sup_h9_04_R2.fastq.gz	128436429;124378512	08082020cfc7223624be44794eddf14d;c22fd8b7ed5c564f19d34177258fb2cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995323/SRR3995323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995323/SRR3995323_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996390	SRR3995324	1136829	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_05	vt_sup_h9_05_R1.fastq.gz	124084793;128284010	5495a30ec22191f43b03704ccf2d5f75;1d5c4ac98a2cb9722b3eb3b59f392357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995324/SRR3995324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995324/SRR3995324_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996391	SRR3995325	1118868	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_06	vt_sup_h9_06_R2.fastq.gz	126181623;121916359	38486b8044fc94af098584444adc9068;ed69ff2ba00c39f99b8436c2e6822690	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995325/SRR3995325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995325/SRR3995325_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996392	SRR3995326	2528258	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_07	vt_sup_h9_07_R1.fastq.gz	264969193;270056390	3a7ba579a4a8387b629e6a2b331f26e7;79d3211c77df2265ead48c18183e0f59	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995326/SRR3995326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995326/SRR3995326_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996393	SRR3995327	1142931	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_03	vt_sup_h88_03_R1.fastq.gz	124979499;129410679	89169f2cfbab40f9f580c2d21460cb0f;1c20bef688baa306883f55bc92b160bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995327/SRR3995327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995327/SRR3995327_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996394	SRR3995328	2520338	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_08	vt_sup_h9_08_R2.fastq.gz	268651374;262802049	b59b6bcb21a06a4b062e1bd0287ff038;f6b4b1ce58fabae5d141d6d5dbc7ad5a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995328/SRR3995328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995328/SRR3995328_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996395	SRR3995329	2528856	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_09	vt_sup_h9_09_R1.fastq.gz	265289292;271218823	41a8fcb2c05e642b890ee0089327fe49;f6d9e2276371c7cac2a281632aa2f9e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995329/SRR3995329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995329/SRR3995329_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996396	SRR3995330	2513376	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_10	vt_sup_h9_10_R1.fastq.gz	262412726;268470561	2c937466d5a991be748382340ec1685d;423b9aba69488dc97f0a247529a2012b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995330/SRR3995330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995330/SRR3995330_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996397	SRR3995331	2493039	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_11	vt_sup_h9_11_R2.fastq.gz	266024242;260126668	d390819ec05a38e95aa1a9ba2b40a0bd;d506b8de99bb31c68c6636a59915c3eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995331/SRR3995331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995331/SRR3995331_2.fastq.gz
PRJNA335821	SAMN05467997	SRS1597941	SRX1996398	SRR3995332	2501476	Illumina HiSeq 2500 sequencing; vt_sup_h9 Superior Haploid 9 Leaf	vt_sup_h9_12	vt_sup_h9_12_R1.fastq.gz	259401883;266283516	6a8917c94ae7e21137927460601710f5;4b90f84300c5e82fcc99b71d52c2ba59	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995332/SRR3995332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995332/SRR3995332_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996399	SRR3995333	816262	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_01	vt_sup_h90_01_R2.fastq.gz	89496761;95494741	677f94d4e48f5c1dd373a062c3f410ed;66b7c1d884ecc4effb6c8f6246a3334b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995333/SRR3995333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995333/SRR3995333_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996400	SRR3995334	1150535	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_02	vt_sup_h90_02_R1.fastq.gz	125020150;130489542	0f5d09625196162d27235f564f39105f;5464c679c8e47ad0eca1384052f84789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995334/SRR3995334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995334/SRR3995334_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996401	SRR3995335	1118232	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_03	vt_sup_h90_03_R2.fastq.gz	126175214;122307264	406dadfbe2cb237621517dc27e5b97d0;d8d58c8add149506ca6413751fc41aa8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995335/SRR3995335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995335/SRR3995335_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996402	SRR3995336	1123666	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_04	vt_sup_h90_04_R1.fastq.gz	122644953;126991555	eb941eba471a7174bd9b09191903eb13;39073ebe9d1c22883f8703970c59a404	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995336/SRR3995336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995336/SRR3995336_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996403	SRR3995337	1110102	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_05	vt_sup_h90_05_R1.fastq.gz	121394001;125920039	73376003cd5be0cd4271944baed1a3f1;10eca56d1114d41b7b4e439fff4f776c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995337/SRR3995337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995337/SRR3995337_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996404	SRR3995338	1154228	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_04	vt_sup_h88_04_R2.fastq.gz	130886591;125997572	48b23129603195c447b032eede2bfbf2;1f89bcb376ba45a8fe1b9b5dad76c1c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995338/SRR3995338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995338/SRR3995338_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996405	SRR3995339	1090578	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_06	vt_sup_h90_06_R1.fastq.gz	119036974;123532441	3d9c6b242295de6b756dcf174f020d8e;bb3faeca26902a18a4d96eb463124d2f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995339/SRR3995339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995339/SRR3995339_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996406	SRR3995340	2526625	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_07	vt_sup_h90_07_R2.fastq.gz	271699064;267827499	f3b49d05d340763294e60f3923eb7c30;b81606feb2f6369f276646b2d7bab4e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995340/SRR3995340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995340/SRR3995340_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996407	SRR3995341	2524183	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_08	vt_sup_h90_08_R2.fastq.gz	270886740;266230368	abe6a7ccade73ec2d072904ac9922ec8;dfa138e361cd52f4e230c6be575ec4b8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995341/SRR3995341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995341/SRR3995341_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996408	SRR3995342		Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_09	vt_sup_h90_09_R1.fastq.gz			
PRJNA335821	SAMN05467998	SRS1597943	SRX1996409	SRR3995343		Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_10	vt_sup_h90_10_R2.fastq.gz			
PRJNA335821	SAMN05467998	SRS1597943	SRX1996410	SRR3995344	2495229	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_11	vt_sup_h90_11_R2.fastq.gz	268073253;263297163	6009795e9fae51e2a69c31cc5063f145;3338655bf1b6168befa4a49a590591de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995344/SRR3995344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995344/SRR3995344_2.fastq.gz
PRJNA335821	SAMN05467998	SRS1597943	SRX1996411	SRR3995345	2510089	Illumina HiSeq 2500 sequencing; vt_sup_h90 Superior Haploid 90 Leaf	vt_sup_h90_12	vt_sup_h90_12_R1.fastq.gz	263159332;269120042	867a3b408e2af8507b2799922589e661;66058a330ac3b928b0aa6b106ba87327	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995345/SRR3995345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995345/SRR3995345_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996412	SRR3995346	916504	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_01	vt_sup_h91_01_R2.fastq.gz	99387282;106255757	e63301704416bc869210e2575c27469e;aea43c36489a599e3ba451a5a58c1220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995346/SRR3995346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995346/SRR3995346_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996413	SRR3995347	1244329	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_02	vt_sup_h91_02_R1.fastq.gz	134796313;140155890	ce909b9a836ba7a46ffbdc72ed195c28;1c349b0f50dfaed9ed6c63310351d7bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995347/SRR3995347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995347/SRR3995347_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996414	SRR3995348	1217001	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_03	vt_sup_h91_03_R1.fastq.gz	132736136;136449685	b714083092599d9580e0e3b47d3a70ea;acdb50201f432703c7b3fd13653ba10f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995348/SRR3995348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3995348/SRR3995348_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996415	SRR3995349	1192331	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_05	vt_sup_h88_05_R1.fastq.gz	130250901;135234141	d034b04b104329673bdcc64b730f58f6;e77dc7b59fef293df846256c622bc0f5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995349/SRR3995349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995349/SRR3995349_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996416	SRR3995350	1224020	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_04	vt_sup_h91_04_R1.fastq.gz	133182436;137380967	03d6640f78d62616ef4cbd3167c45106;dbdc700a8a6a1ef6ca6375878141c770	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995350/SRR3995350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995350/SRR3995350_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996417	SRR3995351	1220079	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_05	vt_sup_h91_05_R2.fastq.gz	137437479;133024881	7fe8dd7a1e342106cebb23efbbfa132c;05e6052c1b4077c7b8d24c741ac6cf19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995351/SRR3995351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995351/SRR3995351_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996418	SRR3995352	1197324	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_06	vt_sup_h91_06_R1.fastq.gz	130337856;134745043	a28902f0f88a3d5fefd18817b3542a24;2394de6e35023c1037e6d73e7e884e66	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995352/SRR3995352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995352/SRR3995352_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996419	SRR3995353		Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_07	vt_sup_h91_07_R1.fastq.gz			
PRJNA335821	SAMN05467999	SRS1597944	SRX1996420	SRR3995354		Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_08	vt_sup_h91_08_R1.fastq.gz			
PRJNA335821	SAMN05467999	SRS1597944	SRX1996421	SRR3995355	2756424	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_09	vt_sup_h91_09_R2.fastq.gz	293375095;289528571	58e3afdd68d7d97362805cc070bf5d80;f770e58224af87c53a3296f480c9764d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995355/SRR3995355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995355/SRR3995355_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996422	SRR3995356		Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_10	vt_sup_h91_10_R2.fastq.gz			
PRJNA335821	SAMN05467999	SRS1597944	SRX1996423	SRR3995357	2709704	Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_11	vt_sup_h91_11_R1.fastq.gz	283213457;287237855	e2b564e0239349533c32737a602bd355;6602aaf6c5150cce056d1cb4a41ed061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995357/SRR3995357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995357/SRR3995357_2.fastq.gz
PRJNA335821	SAMN05467999	SRS1597944	SRX1996424	SRR3995358		Illumina HiSeq 2500 sequencing; vt_sup_h91 Superior Haploid 91 Leaf	vt_sup_h91_12	vt_sup_h91_12_R2.fastq.gz			
PRJNA335821	SAMN05468000	SRS1597945	SRX1996425	SRR3995359	909961	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_01	vt_sup_h92_01_R2.fastq.gz	98796947;105497288	b22548a48bfe402b07cfa86993c99272;ff8ebe2885b32b9ee14653af4a97305a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995359/SRR3995359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995359/SRR3995359_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996426	SRR3995360	1167816	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_06	vt_sup_h88_06_R2.fastq.gz	132381396;127370752	a23d0ae8a61b17c8696deb9bdabf51aa;f6aca82887b04c6f332201f11bd1a05f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995360/SRR3995360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995360/SRR3995360_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996427	SRR3995361	1244599	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_02	vt_sup_h92_02_R2.fastq.gz	140571139;134567106	e965011f52314d04af19352f086e0cd2;5e1b0a7aae1165baf7cbde756e5ce52d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995361/SRR3995361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995361/SRR3995361_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996428	SRR3995362	1232110	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_03	vt_sup_h92_03_R1.fastq.gz	134140119;138485880	3d5d43e7ff7b2a07458863fe9feda1fb;956e9c04bdf539ec0970a9612df19b1b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995362/SRR3995362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995362/SRR3995362_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996429	SRR3995363	1241433	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_04	vt_sup_h92_04_R2.fastq.gz	139705532;134832042	46af230c3b9e8ab509dd1d7aa178c783;6f95203a3ec35e170d5247c8404ca9b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995363/SRR3995363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3995363/SRR3995363_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996430	SRR3995364	1226612	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_05	vt_sup_h92_05_R1.fastq.gz	133474312;138461610	8a7fd0ba2210e312c769c5e5cd9d9efa;f78ce389c03753e0556474a30c4ab75f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995364/SRR3995364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3995364/SRR3995364_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996431	SRR3995365	1205031	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_06	vt_sup_h92_06_R2.fastq.gz	135960252;130935169	da8d35703218b2fd366af9f6139d54a1;875e581ca4e00413c56db0fa9af7c73c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995365/SRR3995365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3995365/SRR3995365_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996432	SRR3995366	2760545	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_07	vt_sup_h92_07_R2.fastq.gz	293595276;289138088	4b845bd22fb4a417d829956cfb20a61a;cd48bd5d9b49442d45d2ebbfc4cf753d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995366/SRR3995366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3995366/SRR3995366_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996433	SRR3995367	2756481	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_08	vt_sup_h92_08_R2.fastq.gz	292477283;287277828	35f2f4b08a8895c4b20c574881bc3952;63cce2fd7617c016a863d46ba8cdc6c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995367/SRR3995367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3995367/SRR3995367_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996434	SRR3995368		Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_09	vt_sup_h92_09_R2.fastq.gz			
PRJNA335821	SAMN05468000	SRS1597945	SRX1996435	SRR3995369	2740528	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_10	vt_sup_h92_10_R1.fastq.gz	285836681;291338464	1824b9a192ba1080d0c37f0dfc11797f;1756fa541f70134d43dc39e0f4678eb4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995369/SRR3995369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3995369/SRR3995369_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996436	SRR3995370	2719909	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_11	vt_sup_h92_11_R1.fastq.gz	283573130;289033031	b3887272534c4bed43ee0215bef640bd;e70b542b6f626854b9aa8aecd3cb525b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995370/SRR3995370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3995370/SRR3995370_2.fastq.gz
PRJNA335821	SAMN05467995	SRS1597936	SRX1996437	SRR3995371	2627760	Illumina HiSeq 2500 sequencing; vt_sup_h88 Superior Haploid 88 Leaf	vt_sup_h88_07	vt_sup_h88_07_R2.fastq.gz	281944796;276958077	57f9128067575566f54d0978678c7635;d87aed80d41ee73c6a4bb59a6c33ca84	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995371/SRR3995371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3995371/SRR3995371_2.fastq.gz
PRJNA335821	SAMN05468000	SRS1597945	SRX1996438	SRR3995372	2735598	Illumina HiSeq 2500 sequencing; vt_sup_h92 Superior Haploid 92 Leaf	vt_sup_h92_12	vt_sup_h92_12_R2.fastq.gz	290029933;283436861	ec31873031f3940bd0ed51a50f310d0c;3d5dbe00a5c60df36cdd7d5afaff07e3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995372/SRR3995372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3995372/SRR3995372_2.fastq.gz
